model,horizon,label,n,mean_pinball,median_mape_pct,coverage80_pct,direction_accuracy_pct,rank_pinball
Moirai-2.0,63,3M,11,0.06843501891002825,17.926122023192946,54.54545454545454,54.54545454545454,1.0
Moirai-2.0,126,6M,11,0.0494890377111764,15.011827943218828,63.63636363636363,63.63636363636363,1.0
Moirai-2.0,252,12M,11,0.1856040044835399,32.30255175346873,27.27272727272727,72.72727272727273,1.0
