model,origin_index,origin_date,horizon,label,current_price,actual_price,actual_log,q10_log,q50_log,q90_log,q10_price,q50_price,q90_price
Moirai-2.0,2499,2023-03-01,63,3M,2512910.0000000005,2464699.9999999995,14.717580654198457,14.574225425720215,14.824408531188965,15.103922843933105,2135530.0177739477,2742576.955787223,3627023.305972954
Moirai-2.0,2499,2023-03-01,126,6M,2512910.0000000005,2319000.000000001,14.65664661623767,14.608827590942383,14.856842994689941,15.14846134185791,2210717.299942947,2832989.27960064,3792216.9067106824
Moirai-2.0,2499,2023-03-01,252,12M,2512910.0000000005,2752800.0000000014,14.828129133465408,14.688910484313965,14.845304489135742,15.036507606506348,2395039.986024707,2800488.6818125336,3390566.608384036
Moirai-2.0,2751,2024-01-23,63,3M,2752800.0000000014,3640999.9999999995,15.10776892715757,14.710079193115234,14.856283187866211,15.006001472473145,2446280.322490982,2831403.7966938447,3288695.2793929265
Moirai-2.0,2751,2024-01-23,126,6M,2752800.0000000014,3356999.9999999995,15.026558275962172,14.704791069030762,14.860372543334961,15.002630233764648,2433378.2325928425,2843006.120137873,3277626.9700059504
Moirai-2.0,2751,2024-01-23,252,12M,2752800.0000000014,4853500.0,15.395210652134418,14.733573913574219,14.845293998718262,14.934830665588379,2504435.4894049424,2800459.3036712073,3062771.140496452
Moirai-2.0,3003,2024-12-14,63,3M,4853500.0,6511099.999999996,15.689018970724923,15.239737510681152,15.429162979125977,15.631706237792969,4154644.864099276,5021117.011295378,6148423.329902462
Moirai-2.0,3003,2024-12-14,126,6M,4853500.0,6536299.999999998,15.692881814101423,15.263030052185059,15.450128555297852,15.667634963989258,4252552.939416696,5127498.904608081,6373344.722935279
Moirai-2.0,3003,2024-12-14,252,12M,4853500.0,11008099.999999989,16.214141923416324,15.329133033752441,15.446832656860352,15.590475082397461,4543158.503541524,5110627.008281677,5900071.824214103
Moirai-2.0,3255,2025-11-11,63,3M,11008099.999999989,17244299.999999996,16.66299221205343,16.046430587768555,16.34513282775879,16.642547607421875,9308426.170618203,12548765.193670725,16895326.571533505
Moirai-2.0,3255,2025-11-11,126,6M,11008099.999999989,18075200.000000026,16.710051390954803,16.175090789794922,16.46742820739746,16.800737380981445,10586506.64109132,14181207.171089632,19790990.779540062
Moirai-2.0,3255,2025-11-11,252,12M,11008099.999999989,23878100.0,16.98847227883414,16.313884735107422,16.58479118347168,16.920249938964844,12162703.475839367,15947157.903854584,22303405.52652892
