model,horizon,label,q10_toman,q50_toman,q90_toman,current_toman,q10_return_pct,q50_return_pct,q90_return_pct
Moirai-2.0,63,3M,22306851.562693242,29157727.04972494,39106084.8360833,23878100.0,-6.580290882887496,22.110750226043695,63.77385485479707
Moirai-2.0,126,6M,24252822.955327667,32145462.40251728,45853523.43466751,23878100.0,1.5693164670876891,34.62320034892761,92.03170869821096
Moirai-2.0,252,12M,27093212.07304245,35809182.20958352,52433930.501193784,23878100.0,13.464689707482801,49.96663138852555,119.59004485781443
