model,horizon,label,n,mean_pinball,median_mape_pct,coverage80_pct,direction_accuracy_pct,rank_pinball
TimesFM-3,63,3M,11,0.06281224550210528,17.320786263766255,72.72727272727273,72.72727272727273,1.0
TimesFM-3,126,6M,11,0.052918686202882786,16.741558580415095,81.81818181818183,81.81818181818183,1.0
TimesFM-3,252,12M,11,0.11536591583685069,33.49616220619416,63.63636363636363,81.81818181818183,1.0
